Titular,Cuerpo,Fecha_Publicada,N_Parrafos
"Borrell: “Ucrania tiene que estar en la mesa, no en el menú”","
        “Si no eres un actor, otros actúan por ti”. El alto representante, Josep Borrell, se suma a las voces que apremian a la UE a reforzar sus capacidades “en casa” para enfrentar las posibles consecuencias del regreso de Donald Trump a la Casa Blanca. Y el jefe de la diplomacia europea pone el énfasis en Ucrania, ante los temores a que el líder populista cierre el grifo de la ayuda y promocione un fin de la guerra que suponga básicamente la rendición de Kiev frente a Vladímir Putin. 
    

        “Si no estás en la mesa del juego geopolítico, estarás en el menú. Ucrania tiene que estar en la mesa, no en el menú”, ha expresado Borrell a su llegada a la reunión informal de los líderes de la UE que se celebra en Budapest y en la que están analizando las recetas que les propuso el exprimer ministro italiano Mario Draghi para reforzar la competitividad. El también expresidente del Banco Central Europeo ha asegurado que sus recomendacones “se han vuelto aún más urgentes después de las elecciones en EEUU”. “No cabe duda de que la presidencia de Trump marcará una gran diferencia en las relaciones entre EEUU y Europa”, ha advertido Draghi, que ha concedido que no tiene por qué ser necesariamente una afectación “negativa”. 
    

        Pero en lo que coincide toda la dirigencia europea es en que el viejo continente debe estar preparado y depender de sí mismo. “La única receta para sobrevivir es estar más unida y construir una Europa más fuerte, soberana, capaz de enfrentar los desafíos del mundo sin subcontratar nuestra seguridad en nadie más”, ha dicho Borrell. 
    

        “Los europeos tienen que estar más unidos. Cada uno de nosotros solo no cuenta en el mundo, en un mundo de gigantes”, ha proseguido Borrell, que ha apuntado a la necesidad de reforzar la capacidad de seguridad y tecnología. Y para eso, ha advertido el político catalán, no importa lo que pase en “otras casas”: “Lo que importa es lo que pasa en nuestra casa”. 
    

        A pesar de la preocupación que supone un nuevo mandato de Trump en la UE por la incertidumbre que supone su falta de predictibilidad y las posibles consecuencias económicas de recrudecimiento de la guerra comercial, el mensaje que tratan de lanzar los líderes de los 27 es de tranquilidad y confianza en sus propias capacidades. 
    
Solo respondemos ante socios y socias: ante personas como tú que creen que nuestro trabajo importa. Por eso, si nos lees habitualmente y crees en el periodismo con valores, pedimos tu colaboración para que podamos seguir siendo independientes.  Te llevará menos de un minuto y puedes hacerlo desde aquí con cuotas que van desde 1 € al mes.Aunque parezca una cantidad pequeña, sumada a las de muchas más personas, es lo que hace posible que existamos.Muchas personas, con pequeñas decisiones, pueden hacer grandes cosas.Haz posible el periodismo independiente.


        “Nuestras economías son fuertes, nuestros países cuentan con sofisticados sistemas de defensa y representamos algo (...). Si decidimos ser conscientes de lo que representamos geopolítica y comercialmente, es un poder increíble. No hay otro mercado de 700 millones de personas tan unido por la historia de intereses y valores como el que nos reúne en torno a esta mesa”, animó este jueves el francés Emmanuel Macron a sus homólogos sentados en la Comunidad Política Europea, que congrega a los países de la UE y a sus vecinos del este y Reino Unido. 
    

        “Tenemos que ser más dueños de nuestro destino, no por Kamala Harris o Trump, sino por nuestros hijos”, expresó el presidente del Consejo Europeo, Charles Michel. “Europa no puede cambiar el mundo, pero sí puede cambiarse a sí misma para hacer frente a un mundo cambiante”, dijo el primer ministro griego, Kyriakos Mytsotakis. “Europa está lista para valerse por sí misma, también desde el punto de vista de la seguridad”, apuntó el belga Alexander de Croo antes de una cita que se convirtió en una especie de terapia de grupo.
    ",8 de noviembre de 2024,9
El Kremlin dice que disposición de Putin a hablar con Trump no cambia objetivos en Ucrania,"
        Moscú, 8 nov (EFE).- El Kremlin declaró hoy que la disposición del presidente ruso, Vladímir Putin, al diálogo con el presidente electo de Estados Unidos, Donald Trump, no supone un cambio en los objetivos de la “operación militar especial” de Rusia en territorio ucraniano.
    

        “El presidente (Putin) nunca ha dicho que los objetivos de la operación militar especial cambien; por el contrario, ha repetido repetidamente que siguen siendo los mismos”, afirmó el portavoz de la Presidencia rusa, Dmitri Peskov, en su rueda de prensa telefónica diaria.
    

        Recalcó que es un asunto que concierne a los intereses de la seguridad de Rusia, de los rusos que viven allí y, por tanto, Putin, en su intervención ayer en el Club de Debate Valdái, no habló de cambio de objetivos, sino de que está abierto al diálogo para solucionar el conflicto.
    

        “Putin ha hablado muchas veces de la disposición al diálogo con todas las partes interesadas, con todos aquellos que puedan contribuir a la resolución de este conflicto. Esto es lo que hay que recordar sin falta”, dijo Peskov.
    

        En su intervención de anoche, Putin felicitó a Trump por su victoria electoral y declaró su disposición a mantener pronto contactos con el futuro presidente estadounidense, con el que celebró una cumbre en Helsinki a mediados de 2018.
    

        El mandatario ruso subrayó que Moscú está decidido a allanar el camino para un “arreglo a largo plazo”, de forma que Ucrania se convierta en un “Estado independiente y soberano”.
    

        Aunque, a renglón seguido, aseguró que la frontera con Ucrania debe pasar por donde decidan los ciudadanos que residen en lo que llamó “territorios históricos” rusos, es decir, las cuatro regiones ucranianas ya anexionadas por Moscú (Donetsk, Lugansk, Jersón y Zaporiyia).
    

        En junio pasado el presidente ruso puso como condición para la paz que Ucrania retire sus tropas del Donbás y del sur del país, y renuncie a los planes de ingresar en la OTAN, tras lo que el Kremlin anunciaría un inmediato cese del fuego y el comienzo de negociaciones para el arreglo del conflicto.
    ",8 de noviembre de 2024,8
Ucrania trata de contener la escalada rusa por tierra y aire y espera movimientos de Trump,"
        Kiev, 8 nov (EFE).- Ucrania sigue tratando de contener la escalada por tierra y aire de una Rusia que no baja el pistón en su ofensiva en el este e incrementa sus ataques aéreos con drones y bombas aéreas contra ciudades ucranianas del frente y la retaguardia, al tiempo que en Kiev se esperan con incertidumbre los primeros movimientos del presidente electo de EEUU, Donald Trump, sobre una guerra a la que ha prometido poner fin de inmediato.
    

        En declaraciones a los medios realizadas el jueves por la noche en Budapest, donde se celebró una cumbre de la Comunidad Política Europea (CPE), el presidente Volodímir Zelenski explicó que no fue informado por Trump de sus planes para lograr una solución negociada durante la llamada telefónica en la que le felicitó por su victoria electoral del martes.
    

        “Estoy seguro de que un final rápido a la guerra supone pérdidas” para Ucrania, dijo Zelenski. “No puedo verlo de otra manera por ahora. Quizá hay algo que no sabemos o vemos. Necesitamos algo de tiempo”, dijo Zelenski en respuesta a la pregunta de un periodista.
    

        ¿Una alternativa a la ayuda de EEUU?
    

        Cuando le plantearon la posibilidad de que Trump cierre el grifo de la ayuda a Ucrania, por lo que se ha abogado con vehemencia desde el entorno del líder republicano, el presidente ucraniano propuso que los países europeos transfieran a Kiev los 300.000 millones de dólares en activos rusos que éstos tienen congelados en aplicación de las sanciones.
    

        Zelenski argumentó en defensa de una posibilidad que es vista con reticencia por la comunidad internacional por el precedente que sentaría para los activos de cada Gobierno en países hostiles, que Ucrania tiene derecho a recibir este dinero en compensación por el daño que ha sufrido por la agresión rusa.
    

        La llegada de este capital, añadió el líder de Kiev, permitiría a Ucrania seguir comprando armas y haciendo frente a la invasión militar rusa incluso si Trump decidiera dejar de enviar asistencia.
    

        Mientras pide a Europa que tome medidas más audaces para llenar el vacío que supondría una hipotética retirada del apoyo de Washington, Zelenski trata de congraciarse con el presidente electo de EEUU destacando la importancia de un liderazgo fuerte como el que Trump dice representar, como la mejor vía para dar una salida a la guerra en términos favorables a Kiev, a EEUU y al conjunto de Occidente.
    

        En este contexto, Zelenski ha reactivado en las últimas horas su campaña de diplomacia pública para que EEUU, Francia y el Reino Unido, los tres países que proporcionan los misiles de mayor alcance a Ucrania, le permitan atacar con este armamento objetivos militares dentro de Rusia.
    

        Decisiones drásticas para salir del bloqueo
    

        Zelenski y otros dirigentes ucranianos han mostrado en las últimas semanas su frustración ante la actitud de la actual administración demócrata en EEUU, que no ha respondido positivamente a esta y otras reclamaciones que los ucranianos consideran vitales para poder defenderse con más garantías y poder dar un vuelco a la guerra en su favor.
    

        En las últimas horas, las fuerzas rusas han lanzado contra Ucrania numerosos misiles y bombas aéreas guiadas y cerca de un centenar de drones kamikaze Shahed que han destruido varias viviendas y provocado la muerte de una decena de civiles en ciudades como Zaporiyia, Odesa y Járkov.
    

        Zelenski subrayó ante los líderes europeos reunidos en Budapest que destruir en sus bases dentro de Rusia los aviones que lanzan bombas aéreas y misiles contra ciudades y posiciones ucranianas es la mejor forma de neutralizar estos ataques que siembran a diario el terror entre la población y degradan las capacidades del Ejército.
    

        Según Maskim Skripchenko, del Centro para el Diálogo Transatlántico de Kiev, la impaciencia que ha mostrado Trump por resolver el conflicto armado en Ucrania presenta riesgos, pero también es una oportunidad para que los ucranianos puedan beneficiarse de decisiones drásticas que no están llegando con el presidente Joe Biden en la Casa Blanca.
    

        “Estamos en una especie de bloqueo con los demócratas”, dijo Skripchenko en declaraciones a EFE sobre la esperanza a la que se aferra también la administración ucraniana.
    

        El experto -que ha viajado varias veces a Washington en los últimos meses para forjar contactos entre Kiev y el entorno de Trump- considera que la balanza de lo que haga la nueva administración republicana respecto a los intereses de Rusia y de Ucrania se inclinará en gran medida en función del equipo de asesores que elija el presidente electo.
    

        “Espero que la nueva administración no esté compuesta por neófitos sin experiencia en política exterior, sino por gente inteligente con conocimientos”, remacha Skripchenko, que teme que la elección del primer tipo de asesores permita a Rusia “manipular” a Trump hacia una resolución de la guerra en términos propicios para Moscú.
    

        Marcel Gascón
    ",8 de noviembre de 2024,18
Rusia vuelve a atacar Ucrania con cerca de cien drones Shahed y mata a un civil en Odesa,"
        Kiev, 8 nov (EFE).- Las fuerzas rusas lanzaron durante la pasada noche un nuevo ataque masivo contra Ucrania en el que emplearon cerca de un centenar de drones kamikaze iraníes Shahed, según informó la Fuerza Aérea ucraniana en su parte de este viernes.
    

        Del total de 92 drones lanzados, las defensas aéreas ucranianas interceptaron 62 y desviaron 27 de su trayectoria con contramedidas de guerra radioelectrónica, lo que no pudo evitar que una persona muriera y otras nueve resultaran heridas en la región portuaria del mar Negro de Odesa durante el ataque.
    

        Según las autoridades de la región ucraniana, los drones rusos dañaron varios edificios residenciales. Las explosiones que se produjeron durante el ataque también provocaron desperfectos en escuelas de la ciudad y los fragmentos de algunos drones causaron daños en dos conductos de distribución de gas.
    

        Además de en Odesa, las defensas aéreas ucranianas se activaron en las regiones de Járkov y Sumi (noreste) y en Jmelntiski (oeste).
    

        Rusia ataca a diario territorio ucraniano con un número creciente de drones Shahed que ahora produce en sus propias fábricas tras adquirir esta tecnología de Irán.
    ",8 de noviembre de 2024,5
Michel: la UE sigue “fuerte” en su apoyo a Ucrania y no puede ser “débil” con Rusia,"
        Budapest 7 nov (EFE).- El presidente del Consejo Europeo, Charles Michel, aseguró este jueves que la UE mantiene un “fuerte” apoyo a Ucrania y defendió que no puede ser “débil” frente a Rusia porque estaría mandando un mensaje equivocado al resto del mundo, incluido China.
    

        Así se expresó el ex primer ministro belga después de la cena que los líderes del bloque han tenido en Budapest, en la que han mantenido un primer intercambio sobre la victoria de Donald Trump en las elecciones estadounidenses de este martes y las relaciones entre ambas partes en adelante.
    

        “Hay un fuerte apoyo a Ucrania porque los colegas entienden muy bien que apoyar a Ucrania y fortalecer a Ucrania es reforzarnos a nosotros mismos”, defendió en declaraciones a los medios.
    

        Michel hizo esas declaraciones pocas horas después de que el primer ministro de Hungría, Viktor Orbán, anfitrión de la cita, defendiese que la UE tiene que replantearse el alcance de su ayuda a Kiev y el eslovaco Robert Fico sostuviese que su gobierno no apoyará que la UE asuma la “responsabilidad financiera completa” sobre Ucrania en caso de que EE. UU. deje de ayudar a Kiev.
    

        “Es también un mensaje que tenemos que pasar a los colegas estadounidenses y aliados del mundo: si fueses débiles con Rusia, ¿qué señal estaríamos mandando al resto del mundo, incluido China?”, añadió Michel.
    

        Michel dijo que Trump no participó de forma telemática en la reunión de líderes - como se había especulado en la víspera - pero aseguró que en su conversación con el futuro presidente de EE.UU. le transmitió el mensaje de que la UE quiere tener “una cooperación estrecha con su administración en todos los temas posibles, incluyendo sobre el futuro de Ucrania y el futuro de nuestro apoyo común a Ucrania”.
    

        El presidente del Consejo insistió en que la UE está “preparada para defender el interés europeo” y ser “responsable de su propio futuro” y, en este sentido, incidió en que no solo debe tomar decisiones importantes, sino ejecutarlas.
    

        “Muchos líderes dijeron que tenemos que implementar, ser más efectivos, tomar decisiones con un impacto”, dijo Michel sobre el debate mantenido durante la cena por los líderes europeos.
    

        La UE, insistió el político belga, tiene una agenda estratégica “clara” que pasa por reforzar su base económica, mejorar su competitividad, mostrar más ambición en seguridad y defensa y tener un mayor compromiso con el resto del mundo.
    ",8 de noviembre de 2024,9
Zelenski: “Hacer concesiones a Putin sería inaceptable para Ucrania y un suicidio para Europa”,"
        Las elecciones en Estados Unidos tenían en sus derivadas geopolíticas a Ucrania como uno de los asuntos clave. Por eso, tras la victoria de Donald Trump, que siempre ha defendido que podría acabar con la guerra “en 24 horas” sin aclarar cómo, muchas miradas se posaron en Kiev. El presidente ucraniano, Volodímir Zelenski llamó al líder republicano para felicitarle y tratar de garantizarse su apoyo. “Esperamos que América sea más fuerte. Este es el tipo de Estados Unidos que Europa necesita. Y una Europa fuerte es lo que América necesita”, ha dicho ante los líderes europeos reunidos en la Comunidad Política Europea en un discurso en el que ha lanzado varias pullas.
    

        “Hacer concesiones a Putin es inaceptable para Ucrania y un suicidio para Europa”, ha advertido Zelenski, que no se ha referido, no obstante, a Trump en esa parte del discurso, a pesar de que el gran temor de los aliados es que el nuevo presidente de EEUU imponga a Ucrania ceder ante Rusia, como han deslizado algunos de sus antiguos asesores. A quien se ha dirigido en ese punto el ucraniano ha sido a “algunos de los presentes” en la cita de la Comunidad Política Europea, que congrega a los países de la UE y algunos de sus vecinos del este, así como Reino Unido. 
    

        “Y ¿qué es lo siguiente? ¿Debería Europa buscar el favor de Kim Jong-un con la esperanza de que él también deje a Europa en paz? Ningún líder fuerte que haya ayudado a construir una Europa unida, fuerte y en paz imaginaría siquiera hacer esto”, ha reprochado antes de advertir: “Y no hay que hacerse ilusiones de que mostrando debilidad o vendiendo algunas posiciones europeas o el prestigio de cualquier país europeo, se puede comprar la paz justa. Sencillamente, no funciona así. La paz es la recompensa sólo para los fuertes”.
    

        “No nos defendemos de las palabras rusas, sino de los ataques rusos. Por lo tanto, necesitamos armas suficientes, no apoyo en las conversaciones”, ha proseguido Zelenski en un discurso bastante duro.
    

        De hecho, en casa de Viktor Orbán, que actuaba como anfitrión de la cita en Budapest porque Hungría ostenta la presidencia rotatoria del Consejo de la UE este semestre, ha afeado de forma genérica la relación de los países europeos con Rusia. “Los abrazos no ayudarán”, ha dicho sin mencionar a nadie, tampoco al principal aliado de Putin en el club comunitario. “Algunos de ustedes llevan 20 años abrazándole y las cosas no hacen más que empeorar”, ha agregado. 
    

        “Durante esta guerra hemos visto fracasar ciertos planteamientos europeos. Por ejemplo, cuanto más cerca está un país de Rusia, más se debilita el concepto de neutralidad”, ha agregado Zelenski, que ha lanzado otro reproche a los aliados, que enfrían la entrada de su país en la OTAN: “La rápida adhesión de Finlandia y Suecia a la OTAN demostró cómo los dirigentes europeos y de la Alianza conciben realmente la seguridad garantizada, no con palabras, sino a través de la OTAN. Ucrania ha tomado buena nota de ello”.
    
Solo respondemos ante socios y socias: ante personas como tú que creen que nuestro trabajo importa. Por eso, si nos lees habitualmente y crees en el periodismo con valores, pedimos tu colaboración para que podamos seguir siendo independientes.  Te llevará menos de un minuto y puedes hacerlo desde aquí con cuotas que van desde 1 € al mes.Aunque parezca una cantidad pequeña, sumada a las de muchas más personas, es lo que hace posible que existamos.Muchas personas, con pequeñas decisiones, pueden hacer grandes cosas.Haz posible el periodismo independiente.


        Tampoco ha citado expresamente la 'misión de paz' que Orbán emprendió en verano, cuando asumió la presidencia del Consejo de la UE y que le llevó a Moscú, Kiev, China y Washington provocando un gran enfado en el resto de los socios. Pero ha dejado claro que el plan para la paz es el suyo: “Estamos abiertos a cualquier idea constructiva para lograr una paz justa para nuestro país. Pero corresponde a Ucrania decidir qué debe y qué no debe figurar en el orden del día para poner fin a esta guerra”. 
    

        “La factura de esta guerra debería enviarse a los rusos, no a Ucrania. Para que Rusia no pueda seguir imponiendo sus falsas pretensiones a todo el mundo, desde el Báltico hasta los Balcanes. Cualquier país, cualquier dirigente que respete el derecho internacional y se siente a esta mesa debería entender que los depredadores siempre exigen más y más ganancias”, ha sentenciado. 
    ",7 de noviembre de 2024,10
"Vucic pide a Europa hablar ya de “una tregua en la guerra de Ucrania, no de quién ganará”","
        Budapest, 7 nov (EFE).- El presidente de Serbia, Aleksandar Vucic, pidió este jueves en Budapest un alto el fuego en la guerra de Ucrania, país invadido por Rusia, sin importar quién saldrá vencedor, ya que no existe “un ganador en la guerra”.
    

        “Mi mensaje clave es que empecemos a hablar finalmente de una tregua, no de quién ganará. No creo que haya un ganador en la guerra. Esta paz sería beneficiosa para todo el mundo, para Europa en particular”, expresó Vucic a los medios serbios al llegar a la cumbre de la Comunidad Política Europea (CPE).
    

        El mandatario serbio, que mantiene buenas relaciones con Rusia y su presidente, Vladimir Putin, subrayó que “algunas personas no entienden” su defensa de una tregua.
    

        El presidente populista de Serbia explicó que los líderes reunidos considerarán los escenarios de futuro a la luz de la victoria de Donald Trump en EE.UU.
    

        “Europa tiene que actuar estratégicamente con responsabilidad, tiene que tomar decisiones estratégicas y no dedicarse a trivialidades y procedimientos burocráticos, tiene que mirar la realidad de una manera diferente a como lo hizo hasta ahora”, sostuvo.
    

        Serbia, país candidato a ingresar en la Unión Europea (UE) no aplica las sanciones contra Rusia que adoptó el bloque en respuesta a la invasión ilegal de Ucrania en febrero de 2022.
    ",7 de noviembre de 2024,6
“Un regalo para el Kremlin”: incertidumbre por el futuro de Ucrania tras la victoria de Trump,"
        La victoria de Donald Trump ha sumido a Ucrania en la incertidumbre y la tristeza. Con el Kremlin diciendo que el objetivo de subyugar a su vecino no ha variado, lo que se espera de Trump es que probablemente ponga fin a la ayuda militar estadounidense.
    

        Volodímir Zelenski ha felicitado a Trump por su “impresionante triunfo electoral”. “Valoro el compromiso del presidente Trump con la idea de la 'paz a través de la fortaleza' en los asuntos globales”, decía el mensaje del presidente ucraniano.
    

        Zelenski recordó el “gran encuentro” que él y Trump celebraron en septiembre en Nueva York y dijo que habían hablado de “mecanismos para ponerle fin a la agresión rusa en Ucrania”. Elogió el “liderazgo decisivo” de Trump y recordó el “fuerte apoyo bipartidista a Ucrania” en Estados Unidos.
    

        Pero lo más probable es que una segunda presidencia de Trump genere consecuencias complicadas para Ucrania en un momento en el que Rusia avanza en el campo de batalla al ritmo más veloz desde 2022.
    

        Sin la asistencia militar de EEUU, Ucrania podría perder más terreno en la provincia del Donetsk, donde se libra un encarnizado combate desde que Vladímir Putin ordenó la invasión a gran escala del país hace casi tres años, así como en muchas otras líneas del frente.
    

        El Ministerio de Asuntos Exteriores de Rusia ha comunicado que Moscú tratará de trabajar con la futura Administración Trump, pero que su objetivo sigue siendo “lograr todos los objetivos fijados para la operación militar especial”, el término con el que el Kremlin se refiere a la guerra. “Nuestras condiciones no han cambiado y en Washington son bien conocidas”, decía el texto.
    

        Dimitri Peskov, el portavoz del Kremlin, ha dicho que no tiene conocimiento de ningún plan de Putin para llamar y felicitar a Trump por su victoria. Cualquier posible reajuste de la política entre Rusia y EEUU llevará un tiempo, ha añadido.
    

        “En repetidas ocasiones hemos dicho que EEUU puede contribuir a terminar con este conflicto. No es algo que pueda hacerse de la noche a la mañana, pero (...) EEUU tiene la potestad de cambiar la trayectoria de su política exterior”, ha dicho Peskov durante su rueda de prensa diaria.
    

        Trump dijo en una ocasión que podría poner fin a la década de guerra ruso-ucraniana en cuestión de “24 horas”. J.D. Vance, su vicepresidente, es un escéptico declarado en lo que se refiere a Kiev y ha dicho no estar “verdaderamente preocupado por lo que le ocurra a Ucrania, de una forma u otra”.
    

        Pero también es cierto que Zelenski está cada vez más harto de la Administración Biden. El presidente saliente de Estados Unidos no ha concedido a Ucrania el permiso para utilizar las armas occidentales de largo alcance contra objetivos militares dentro de Rusia.
    

        Según Orysia Lutsevych, directora del foro sobre Ucrania en el centro británico de estudios  Chatham House, si Zelenski no logra que Trump vea las cosas como él, el resultado de las presidenciales estadounidenses podría ser “un regalo para el Kremlin”.
    

        A pesar de eso, Lutsevych también destacó la frustración considerable que hay en Kiev por el enfoque “incrementalista de Biden” y la esperanza de que “las cosas puedan cambiar en favor de Ucrania” si Trump decide adoptar una política de mayor intervención de manera repentina.
    

        En el centro de Kiev no hay una opinión uniforme sobre el resultado de las elecciones de EEUU. El ingeniero de combate Andriy, de 30 años, dice no estar seguro de que una presidencia de Trump cambie mucho las cosas. “Nuestra brigada no ha visto armas estadounidenses”, dice Andriy, que pasó una temporada en el frente cercano al pueblo de Niu-York y ahora está en Kiev con un permiso para recibir formación.
    

        Ucrania no tiene más opción que la de seguir luchando, con o sin la ayuda de EEUU, dice. “Si no lo hacemos, seremos destruidos, borrados, literalmente” por los invasores rusos, añade.
    

        Oksana, una mujer de 53 años, pide que aumente la ayuda de Europa para compensar. “Podrían decírselo a sus lectores”, afirma. También, que varios de sus amigos habían muerto durante los combates.
    

        Pero Vasyl, de 63 años, está contento con la victoria del magnate republicano. “Ha prometido que la guerra se terminará”, dice Vasyl, en la calle con su nieto Nikita. Con 13 años, Nikita es jugador de hockey sobre hielo y viene de pasar una temporada en Colorado, con una familia de simpatizantes de Trump.
    

        Vasyl dice que confia en que Trump llegue a un acuerdo de paz con Putin y que a Rusia debería permitírsele el control de los territorios ocupados a cambio de la paz. “Lo mejor de nuestro pueblo se está muriendo”, dice. También, que Rusia “tenía la fuerza” para impedir cualquier contraataque efectivo.
    

        Donde abuelo y nieto no se ponen de acuerdo fue en la posibilidad de un ingreso de Ucrania a la OTAN. El adolescente dice rotundamente que sí, pero Vasyl mantiene una postura más ambigua, argumentando que lo más importante es la recuperación económica.
    

        Ni Trump ni la derrotada Kamala Harris “representaban una victoria clara para Ucrania”, escribe en el Kiev Post la ex secretaria de prensa de Zelenski, Iuliia Mendel. La guerra “está constantemente erosionando los mismos cimientos de la nación ucraniana”, escribe. En su opinión, un alto al fuego que ofrezca a Ucrania la posibilidad de recuperarse “puede ser lo mejor a lo que podemos aspirar a corto plazo”.
    

        Los asesores de Trump ya habían esbozado un posible “acuerdo de paz”: consistiría en ceder a Rusia la península de Crimea, arrebatada por Moscú en 2014, así como las regiones orientales de Ucrania bajo ocupación rusa, congelando la actual línea del frente. Rusia controla en torno al 20% del territorio ucraniano en este momento.
    

        Durante una entrevista en mayo con el periódico británico The Guardian, Zelenski dejó claro que esa solución era inaceptable. Tampoco estaba dispuesto a aceptar un “ultimátum” de Rusia que obligase a Ucrania a abandonar la integración con Europa y la futura pertenencia a la OTAN.
    

        Zelenski reconoció entonces que, si Trump salía reelegido, podría imponer a su país la derrota militar. “Ucrania, con las manos desnudas, sin armas, no podrá luchar contra un ejército [ruso] multimillonario”, dijo.
    

        “¿Quiere [Trump] convertirse en un presidente perdedor? ¿Entiende lo que puede pasar?” dijo Zelenski haciendo mención a las graves consecuencias que una victoria de Putin en Ucrania generaría para la posición de Estados Unidos en el mundo, así como para el propio Trump.
    

        Según Matthew Savill, director de Ciencias Militares en el centro de estudios Rusi, es probable que ahora Rusia “haga valer su ventaja numérica” en el campo de batalla. “La voluntad de Trump de llegar a un acuerdo, y probablemente rápido, no augura un apoyo sostenido de Estados Unidos, especialmente con la presión que hay sobre Ucrania ahora mismo”, dijo.
    

        Es probable que Moscú tenga sus propias exigencias en cualquier posible negociación mediada por Trump.
    

        En 2022 Rusia se “anexionó” formalmente las cuatro provincias ucranianas de Donetsk, Luhansk, Zaporiyia y Jersón. Si bien controla casi toda la provincia de Luhansk, el dominio de Moscú sobre las otras tres es solo parcial. Es probable que Putin exija su entrega. Para Ucrania, eso significaría ceder ciudades clave como Zaporiyia y Jersón.
    
Solo respondemos ante socios y socias: ante personas como tú que creen que nuestro trabajo importa. Por eso, si nos lees habitualmente y crees en el periodismo con valores, pedimos tu colaboración para que podamos seguir siendo independientes.  Te llevará menos de un minuto y puedes hacerlo desde aquí con cuotas que van desde 1 € al mes.Aunque parezca una cantidad pequeña, sumada a las de muchas más personas, es lo que hace posible que existamos.Muchas personas, con pequeñas decisiones, pueden hacer grandes cosas.Haz posible el periodismo independiente.


        Otras exigencias probables incluyen la creación de una zona colchón, la exigencia de “reparaciones” por daños en el Donbass ocupado por Rusia, y una garantía de “neutralidad” manteniendo a Ucrania fuera de la OTAN. Son condiciones inaceptables para Kiev y para una mayoría de los ucranianos.
    

        Traducido por Francisco de Zárate
    ",6 de noviembre de 2024,30
Rusia insta a Occidente a aceptar la realidad en Ucrania y comenzar a negociar un arreglo,"
        Moscú, 7 nov (EFE).- El secretario del Consejo de Seguridad de Rusia (CSR), Serguéi Shoigú, instó hoy a Occidente a aceptar la realidad sobre el terreno y a comenzar a negociar sobre Ucrania, en clara alusión a la futura Administración estadounidense tras la victoria del republicano Donald Trump en las elecciones presidenciales.
    

        “Ahora, cuando la situación en el teatro de operaciones militares no favorece al régimen de Kiev, Occidente se enfrenta a una disyuntiva: continuar financiándolo y matando a la población ucraniana, o reconocer las realidades actuales y comenzar a negociar”, dijo Shoigú durante una reunión con sus homólogos de los países de la postsoviética Comunidad de Estados Independientes (CEI).
    

        Según Shoigú, ministro de Defensa de Rusia hasta mayo pasado, la incursión lanzada por las fuerzas ucranianas en la región de Kursk, parte de la cual ocupan hasta hoy, tenía como objetivo la captura de su central nuclear, según informan las agencias locales.
    

        Kiev ha denunciado que los últimos combates en esa región fronteriza participan de lado ruso soldados norcoreanos, cuyo número se estima en 11.000, extremo que Moscú no ha confirmado ni desmentido.
    

        “Continúan los ataques contra la central nuclear de Zaporiyia y su infraestructura energética. ¿Qué es esto, si no un intento de cometer actos de terrorismo nuclear?”, inquirió Shoigú ante sus colegas de la CEI.
    

        Agregó que el “régimen de Kiev se ha convertido ahora en un peligroso terrorista controlado desde el exterior que, a diferencia de las redes terroristas internacionales, tiene su propia industria y territorio”.
    

        El secretario del CSR aseguró que Occidente en lugar de permitir a Ucrania desarrollarse pacíficamente, “no solo la saqueó de manera desvergonzada, sino que por todos lo medios intentaron convertirla en un arma para asestarle una derrota estratégica a Rusia”.
    

        “El plan fracasó”, enfatizó Shoigú.
    ",7 de noviembre de 2024,8
Rusia afirma haber causado más de 30.000 bajas al Ejército ucraniano en Kursk,"
        Moscú, 6 nov (EFE).- Las fuerzas rusas han causado más de 30.000 bajas al Ejército ucraniano en la región de Kursk, parcialmente ocupada por Ucrania desde agosto pasado, informó este miércoles el Ministerio de Defensa de Rusia, justo cuando Kiev denuncia que las tropas norcoreanas habrían entrado en combate en esa zona.
    

        “En total durante las acciones bélicas en el sector de Kursk el enemigo perdió más de 30.050 militares”, indicó el mando castrense en su parte de guerra diario, al puntualizar que las fuerzas ucranianas perdieron más de 230 efectivos en la última jornada.
    

        El Ministerio de Defensa, que se limitó a aseverar que “continúan las acciones ofensivas”, indicó que en la última jornada fueron repelidos cuatro contraataques enemigos en las cercanías de las localidades de Novoivanovka y Leonídovo.
    

        El presidente de Ucrania, Volodímir Zelenski, confirmó en su discurso a la nación de la pasada noche “los primeros combates” de las tropas ucranianas contra los soldados norcoreanos que se han incorporado al Ejército ruso en Kursk.
    

        “Los primeros combates con soldados de Corea del Norte abren una nueva página de inestabilidad en el mundo”, afirmó, en un llamamiento a la comunidad internacional a que “haga todo lo posible para que este paso ruso para expandir la guerra fracase”.
    

        Según Ucrania y algunos de sus aliados, Corea del Norte ha desplegado a más de 10.000 soldados en territorio ruso.
    

        El presidente ruso, Vladímir Putin, ha dicho en varias ocasiones que Moscú no entablará negociaciones de paz con Kiev hasta la expulsión de los soldados ucranianos de Kursk.
    ",6 de noviembre de 2024,7
